index,title,description,publish_date,publish_time,likes,views,category,channel_id
257,This Morning’s Top Headlines – March 1 | Morning News NOW,"Satellite images show a 40-mile long Russian military convoy heading toward Kyiv, Russia and Ukraine are set to meet again soon after no breakthrough after talks and Ukraine has applied for an EU membership. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#News #NBCNews #TopNews",2022-03-01,14:14:33,2894,449268,news,UCeY0bbntWzzVIaj2z3QigXg
258,Top Story with Tom Llamas - June 14 | NBC News NOW,"Extreme weather sweeps across the U.S., Russian state media reports that WNBA star Brittney Griner’s detention was extended, and a dog was rescued from a San Diego gorilla enclosure.

Tune into Top Story with Tom Llamas weekdays at 7 p.m. on NBC News NOW.
Top Story Playlist: https://youtube.com/playlist?list=PL0tDb4jw6kPxN1hZX6nDMUSAdhH1zQTvk
NBC News NOW is an online streaming network from NBC News where users can find the latest stories and breaking news on world news and US news.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#TopStoryWithTomLlamas #Russia #ExtremeWeather",2022-06-15,01:38:31,829,192257,news,UCeY0bbntWzzVIaj2z3QigXg
259,Nightly News Full Broadcast - Nov. 18,"Knife-wielding man kills two, critically injures a third person in Manhattan, police say; House Ethics Committee will meet on Wednesday to discuss Gaetz case, according to source; Trump says he'll make good on using the military to curb illegal immigration; and more on tonight’s broadcast.

00:00 Intro
01:29 Deadly stabbing spree in New York City
04:12 Source: House Ethics Committee to discuss Gaetz
08:03 Trump plans to use military for deportations
10:07 Biden allows Ukraine to use long-range missiles
10:31 Deadly E. coli outbreak linked to carrots
12:24 Spirit Airlines files for bankruptcy
12:39 Roblox's new child safety features
14:15 Disturbing rise in hospital sexual assaults
18:58 Couple recovers priceless item in wildfire rubble

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#NYC #Crime #MattGaetz",2024-11-19,03:00:26,5431,639389,news,UCeY0bbntWzzVIaj2z3QigXg
260,Biden: ‘I Am Honored And Humbled’ | NBC News,"NBC News’ Kristen Welker shares a statement from Joe Biden who says he is honored and humbled after being declared president elect.» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.


Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Biden: ‘I Am Honored And Humbled’ | NBC News",2020-11-07,17:44:46,6741,388935,news,UCeY0bbntWzzVIaj2z3QigXg
261,Top Story with Tom Llamas - May 23 | NBC News NOW,"Severe storms threaten over 17 million Americans across the South, experts say monkeypox likely started to spread at two raves in Europe, and authorities in Texas search for a murder suspect in the death of a professional cyclist.

Tune into Top Story with Tom Llamas weekdays at 7 p.m. on NBC News NOW.
Top Story Playlist: https://youtube.com/playlist?list=PL0tDb4jw6kPxN1hZX6nDMUSAdhH1zQTvk
NBC News NOW is an online streaming network from NBC News where users can find the latest stories and breaking news on world news and US news.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#TopStoryWithTomLlamas #Tornado #Monkeypox",2022-05-24,02:40:05,1038,407166,news,UCeY0bbntWzzVIaj2z3QigXg
262,Senate Democrats react to new ‘government efficiency’ department picks,"Senators Blumenthal, Booker and Durbin discuss President-elect #Trump’s picks for the new ""Department of Government Efficiency."" #Democrats #ElonMusk 

""» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",2024-11-13,23:15:02,1160,36461,news,UCeY0bbntWzzVIaj2z3QigXg
263,How Russia Is Responding To Biden’s State Of The Union Speech,"During his State of the Union address, President Biden took aim at President Putin and Russia’s oligarchs, saying that they underestimated the Western response to the invasion of Ukraine. NBC News’ Keir Simmons explains whether Putin could be feeling the pressure from sanctions amid continued shelling of Ukrainian cities. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC

#Russia #Biden #StateOfTheUnion",2022-03-02,14:51:14,8432,1065511,news,UCeY0bbntWzzVIaj2z3QigXg
264,White House Christmas tree comes from North Carolina area hit by hurricane,"This year's #WhiteHouse #Christmastree, which comes from a #NorthCarolina tree farm hit hard by Hurricane Helene, has become a symbol of hope and faith. NBC News' Stephanie Gosk reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC",2024-11-21,23:15:01,83,3019,news,UCeY0bbntWzzVIaj2z3QigXg
265,International Criminal Court issues arrest warrant for Israel's Netanyahu,"The International Criminal Court issued arrest warrants for Israel's Prime Minister Benjamin Netanyahu, his former defense minister and the military head of Hamas. The court said there was evidence that Netanyahu and the defense minister used starvation as a weapon of war in Gaza, an allegation Netanyahu denies. NBC News' Raf Sanchez reports.

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://apps.nbcnews.com/mobile
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

#Israel #ICC #Netanyahu",2024-11-22,01:30:00,119,11411,news,UCeY0bbntWzzVIaj2z3QigXg
266,Morning News NOW Full Broadcast - Jan. 4,"The U.S. shatters its single day Covid record with over one million cases, flight cancellations soar amid winter storms and staffing shortages, and Theranos founder Elizabeth Holmes is found guilty of fraud. 

» Subscribe to NBC News: http://nbcnews.to/SubscribeToNBC
» Watch more NBC video: http://bit.ly/MoreNBCNews

NBC News Digital is a collection of innovative and powerful news brands that deliver compelling, diverse and engaging news stories. NBC News Digital features NBCNews.com, MSNBC.com, TODAY.com, Nightly News, Meet the Press, Dateline, and the existing apps and digital extensions of these respective properties.  We deliver the best in breaking news, live video coverage, original journalism and segments from your favorite NBC News Shows.

Connect with NBC News Online!
NBC News App: https://smart.link/5d0cd9df61b80
Breaking News Alerts: https://link.nbcnews.com/join/5cj/breaking-news-signup?cid=sm_npd_nn_yt_bn-clip_190621
Visit NBCNews.Com: http://nbcnews.to/ReadNBC
Find NBC News on Facebook: http://nbcnews.to/LikeNBC
Follow NBC News on Twitter: http://nbcnews.to/FollowNBC
Follow NBC News on Instagram: http://nbcnews.to/InstaNBC

Morning News NOW Full Broadcast - Jan. 4",2022-01-04,17:00:14,661,142486,news,UCeY0bbntWzzVIaj2z3QigXg
